name,cuisine,description,localAddress,phone,rating
Ritz,        ,,"Gardeenia Comfortes Suites, 52 & 56, Hosur Main Road, Opp To Shetron & Canara Bank, Bommasandra Industrial Area, Electronics City, 560099",+91 80 4224 7050,2.5
S L J Iyengar Bakery,        ,,"#449 Triveni Road, Yeshwanthpur, 560022",+91 98804 70534,3.0
The Cupcake Company,        ,,"15 Convent Road, Opposite Bishop Cotton Girls School, 560025",+91 81974 47699,5.0
Ande Ka Funda,Fast Food        ,,"907, 3rd Cross, 6th Block, Near Namdhari Fresh, Koramangala",+91 80 6050 5100,4.0
Sri Raghavendra Veg,Chinese        ,,"185, 2nd Main, 44th Cross, 8th Block, Near Sangam Circle, Jayanagar",+91 99452 23262,3.0
Hotel Dinesh Restaurant,Fast Food        ,,"16th Cross, CMH Road, Lakshmipuram, Near Signal, Ulsoor",+91 98459 16937,
Momoz,Chinese        ,,"803 16th Main Road, 560076",+91 80 4965 2568,3.0
"TECHila Mexican Pub, Indian Twist",Mexican Chinese Indian      ,,"1st Cross, P&T Layout,, Main Road, opposite NR Green Woods, near Manyata Tech Park - Back gate 5, Rachenahalli, Thanisandra, Bengaluru, Karnataka, 560077",+91 98443 05005,
7-Star Ambur Dum Biriyani,        ,,"5 / 4 4'th Cross Street, 560054",+91 98867 89201,3.5
Mast Kalandar,        ,,"420, 20th Main, 80 Feet Road, 6th Block, Opposite Federal Bank, Koramangala, 560095",+91 80 4121 4646,2.5
Sree Sagar,        ,,"30, Markham Road, Behind Garuda Mall, Ashok Nagar, 560025",+91 88924 70200,4.0
R. V. S. Madurai Mallige Idly Shop,        ,,"200, 6th Cross, 3rd Main, Hal 3rd Stage, Opposite Federal Bank Atm, New Thippasandra",+91 80 4091 0223,4.0
Ibaco,        ,,"321 Coles Road, Frazer Town, Next to Vodafone Store, 560005",+91 89515 15309,4.0
Shivaji Fast Food,        ,,"4, 8th Main Road, Vasanth Nagar, 560052",+91 99727 52725,4.0
P.B. Bakery,        ,,"No 350 Balakali Banergatta Main Road, 560076",+91 90666 49376,4.0
Five Star Chikken,        ,,"68 2'nd Main Road, Sadashiv Nagar, Near ICICI Bank, 560003",+91 96201 21219,3.5
Gateway Hyderabad,        ,,"No 773 16th Main, Near Archies, 560068",+91 80 4210 2287,4.0
Maa Paradise,        ,,"No 17/1 Chandra Mansion Sarjapur Main Road, Opposite Spring Field Apartments, 560035",+91 96633 73303,4.0
Cake Palace,        ,,"8 Leela Palace Cake Palace Feet Road, 560038",+91 99727 43102,4.0
Omega Food Court,        ,,"480, Ichb Colony, 5th Block, Near Jyothi Nivas College, Koramangala",+91 80 2553 0369,4.0
King Ambur Hot Dum Biryani,        ,,"1781, 19th Main, Sector 1, Near Indian Oil Petrol Bunk, Hsr Layout, 560034",+91 89716 18196,4.0
Raghavendra Fast Food,        ,,"197, Sundar Ram Shetty Nagar, Bilekahalli, Near Brand Factory, Bannerghatta Road, 560076",+91 98457 55927,4.0
JusBiryani,        ,,"17 Frazer Town Bachammal Road, 560005",,4.0
Sada Bahar Ambur Biriyani,        ,,"74/1 T P Lane, S.J.P Road Cross, 560002",+91 99007 25556,4.0
Hotel Durga Prasad Restaurant,        ,,"No 456 1'st Main Road, Sheshadripuram, 560020",,4.0
Ruchita Ice Fantasy,        ,,"132, Munnekollal Main Road, Laxminarayana Layout, Near Andhra Bank, Marathahalli, 560079",+91 98865 49889,4.0
Le Gateau,        ,,"303 C, Vijay Arcade, Old Airport Road, Near Hotel Leela Palace, Murugeshpalya",+91 99026 16687,4.0
Sriranga Military Hotel Restaurant,        ,,"17/2, 5th Main, Ganganagar, RT Nagar, 560032",+91 99458 77743,4.0
Eat Well,Chinese        ,,"543, 24th Main, 7th Cross, Sector 1, Opposite Nous Infosystem Company, Hsr Layout",+91 99020 55284,4.0
Sri Sai Vinayaka Veg Hotel,        ,,"85, Pipeline Main Road, Near Co-Operative Bank, Malleshwaram, 560003",+91 98457 72627,4.0
Sherlock's Pub Whitefield,Indian International British Pub     ,,"1 Green Avenue, Opp Kundalahalli Colony Kundalahalli colony Bus stop, ITPL main Road, 560037",+91 97315 67291,2.5
Lakeview Milk Bar,        ,,"55 Mosque Road, Opposite To Empire Hotel, 560005",+91 98441 85246,4.0
New Taj Family Restaurant,        ,,"Seamus vivekananda road ulsoor matron station, Sri subramanya Seamus tampil, 560008",+91 72049 15797,3.0
By The Way,Italian Chinese Indian      ,,"Prestige Shantiniketan Appartments 24 Whitefield, Next To Niel Rao Towers, 560048",+91 88840 38825,4.0
Sri Mookambika Condiments,        ,,"29 Vasanthapura Main Road, 560078",+91 94496 47044,4.0
Surya Family Restaurant,        ,,"13 Manjunath Layout 1'st Main Road Lakshminarayana Temple Road, Near Bodhi Kidds, 560037",+91 97424 10233,4.0
Zaika Restaurant,        ,,"34, Koramangala, Raheja Arcade, Near Forum, 560034",25536260,3.0
Kanti Sweets,        ,,"3 Large Building, Kempegowda Circle, Kg Road, Opposite Geetha Complex, Majestic",+91 80 4124 1764,3.0
Torvaa Cafe & Restaurant,Italian American Indian Pizza Fast Food Arabic   ,"Torva Cafe, a multi-cuisine cafe and restaurant serving delectable vegetarian snacks and beverages, will be opening shortly in Bengaluru","Vhxp+27p, Ramaiah Garden, Jp Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078, 560078",+91 86188 62883,
The Kimchi Chef Restaurant,Chinese Thai       ,,"1st floor Whitefield- Hskote Main Road, Apple City Complex, Seegehalli,Kadugori, 560067",+91 88924 94435,
Paris Panini - Gourmet Sandwiches & Wraps,French Cafe European Street Food     ,"Paris Panini brings you the best of french-style sandwiches in India. Born in France, Nicolas moved to India after years of experience with French cuisine. Missing his sandwiches back home he decided to experiment, and soon after started a food truck (under the name Le Casse Croute) aiming to bring gourmet french street food to Bangalore. His vision was pretty simple, serve homemade, high-quality street food using premium ingredients from across India and Europe following traditional French recipes. After rebranding to Paris Panini in 2019, Nicolas, AB and Nikhil kept the same values and worked on a more elaborate menu to give you the most authentic experience as if you were seating in a Parisian cafe.","No.690/A, 14th Main, 100 Feet Ring Rd, 2nd Phase, 560078",+91 82969 15821,
The Cafe @ Zorros,Cafe        ,,"The Cafe @ Zorros Obichudahalli, Kanakapura Main Road, 560082",+91 80951 48961,
Sweet Chariot,        ,,"201, 2nd Main Road, East of Ngef Layout, Opposite Kanti Sweets, Kasturi Nagar, 560043",+91 80 4161 3071,3.0
Bangalore Brewing Bay,Brew Pub Bar Pub      ,,"Gopalan Signature Mall, Old Madras Road, 5660093",+91 90430 77001,
Viviani Italian Bistro,Italian Mexican American      ,"Viviani - Italian Bistro at BTM layout, Bangalore is characterized by its simplicity of food we serve at our restaurant. Italian Cuisines is noted as the most popular in the world with its abundance of difference in taste. Cheese and Wine are the major part of the Italian cuisines and here we do not serve any type of Liquor. We serve Veg, Chicken, Fish and Prawn topped Pizza & Pasta.","7th Cross, BTM 2nd Stage, BTM Layout, 560076",+91 99801 11213,
Copper Chimney - Hsr Layout (takeaway),Indian Barbecue       ,,"14th Main Road Agara Village Sector 7 Hsr Layout, 560102",+91 91525 15753,
P3 Cafe & The Lassi Corner,Cafe Healthy Street Food      ,,"2 Savithramma Building No 60-Shop No, Devarabisanahalli, 560103",,
Smoothie Cafe,        ,,"Brigade Road, 560025",+91 97394 80209,
Smoor Seawood,Chinese American European Asian British    ,,"Unit No. Ug - 58, Upper Ground Floor, Plot Bearing, No.r-1, Sector 40 Node Nerul, Seawoods Railway Station, 400706",+91 74001 93167,
Royal Taj,Indian        ,,"Behind Govt. Bus Stand, Sondekoppa Road, Nelamangala, 562123",+91 96867 80376,
Gallops,        ,,"20/21 Seshadri Road, 560009",+91 80 2226 3575,
Chili's American Grill & Bar,Mexican American       ,,"Second Floor, Lulu International, Shopping Mall., Mysore deviation Road, Gopalapura ., 560023",+91 93190 97394,
Al-Baik Tandoori Restaurant,Chinese        ,,"3, Income Tax Layout, Opposite HP Petrol Bunk, KG Halli Post, Nagawara Main Road",+91 99865 42994,5.0
Freshbae,Italian Mexican American Indian Thai    ,Top cafe in the town.The distinct mixing of spices that invariably gives us the golden edge. Our secret ingredients can be experienced through the flavor & aroma of our dishes.Order some delicious food NOW !,"106,1 St Floor North Wing , Manipal Center, Dickenson Road, Manipal Center, 560042",+91 88844 42004,
Willys Top Cafe,Italian Mexican Japanese American Spanish    ,"We are the only ""Willys Jeep Themed Cafe"" in India specialized in Global Cuisine. Hop-in to have our exotic dishes embracing the unique ambiance.","#23, 3rd Floor, 26th Main Road,, 9th Block Jayanagar, 560041",+91 77958 08555,
Green Bean Coffee,Italian Indian Cafe Spanish     ,Green Bean Coffee is a speciality coffee house offering the best coffee experience in town along with in house continental food and artisanal breads,"220, Anjanapura, Double Rd, Narayana Nagar 1st, 560062",+91 86189 66567,
Mg's Fine Dining & Bar,Seafood        ,,"19, Springs Hotel & Spa, 4th Floor, Off Siddaiah Road, JC Road, Basavanagudi",+91 80 2222 4777,4.0
Goila Butter Chicken - Aurangabad,Indian        ,"Goila Butter Chicken ( GBC) is an internationally loved Indian Food delivery chain by well-known celebrity master chef Saransh Goila , Whose heart and award winning recipes have been charming clients across the globe . Known for its famed smoky butter chicken – A secret recipe from master chef with infusion of smoke and ratio of ingredients . Apart from its star attraction - butter chicken , Some of the must try bestselling items are GBC melt in mouth naan bombs , Goila Butter Paneer , Paneer Tikka , Chicken Tikka , Sindhi Style muttons and more ….. Delivering Kebabs , Curries , Rolls & More Across 50+ outlets.","Shop No. 1 & 2 & Flat No. 1 Plot No 14,, Shreeji Apartment, 14, Town Centre, Cidco, Aurangabad, Maharashtra, 431003",+91 85888 87718,
Burma Burma Restaurant & Tea Room,Asian Burmese       ,"We take much pride in bringing you the culture, authentic taste and cooking from Burma (Myanmar) lovingly prepared from our treasured family recipes. Burmese cuisine reflects a history inspired by surrounding countries and ancient traditions. Coastal, forest, tropical, and mountainous cultures within Burma have all contributed to the rich tastes and aromas you experience in each bite.","Unit No 109, Ground Floor, Forum Rex Walk, Brigade, Unit No 109, Ground Floor, Forum Rex Walk, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka, 560001",+91 99202 40092,
The Lassi Corner,Cafe Healthy Street Food      ,,"2 Doddakanahall Shop No, 560035",,
Rupa Bar and Restaurent,Caribbean        ,,"Triveni Road, Kamla Nehru Extension, KN Layout, Yeshwanthpur",,
Chandra Cafe,Chinese Barbecue       ,,"No 716 Opposite Seshadripuram College, 560064",+91 93417 27028,4.0
Gilly's Resto Bar Bannerghatta Road,Pub Gastropub       ,,"4 Bilekahalli Main Road, 560076",+91 96069 34553,
Pepper's,Indian        ,,"39, 2nd main, 6th cross, Gandhi Nagar, Hotel Palladium, Opposite Corporation High School, 560009",+91 80 4965 2494,
Spot 360,        ,,"Iblur Gate, ORR-Sarjapur Road Jct, DoubleTree Suites by Hilton Hotel Bangalore, 560034",+91 80676 56565,5.0
Sea Rock,Chinese Seafood Asian Contemporary Diner Central Asian   ,33 years old one of the best Manglorian style sea food restaurant in heart of Bangalore,"#6/4, 1st floor, Shivananda Complex,, Kumara Park East, Gandhi Nagar,, 560001",+91 88841 28881,
BEWICHED - Sandwich Specialists,Italian American International European     ,"A chic little bistro that serves the tastiest 'wiches, burgers, and desserts in town. Located in HSR Layout, Bengaluru, Bewiched brings you the best of all worlds.","Lower Ground, 181, 9th Main Rd, Sector 6, HSR Layout, Below Muthoot Finance, 560102",9.16E+11,4.0
Harshi Super Sandwich,Fast Food        ,,"60/1, East Anjaneya Temple Street Road, N.R Colony Main Road, Basavanagudi, Opposite Yoga Appartments, 560004",+91 95357 36455,4.5
Flame Pub and Restaurant,Pub        ,,"48 Brigade Road, Opposite Pizza Hut, 560001",+91 80 4153 9856,
Delicious Bites,Chinese Indian Fast Food Street Food     ,"Welcome to our newly launched food startup which focuses mainly on quality food prepared under well hygienic condition. You can find Chinese, Indian, fast food, street food, sweets and other delicious flavors. You will be repeat visitor once you taste our food. Waiting for you :)","112, Amruthnagar 1st Main Road, Hebbal, Near Amruthahalli Police Station, 560092",+91 96204 52521,
Delickit Authentic Tamil Restaurant In Bangalore,Indian        ,"Delickit, an iconic South Indian brand where we pride ourselves on using only the finest and freshest ingredients to create authentic and flavorful dishes. Our food is made with real spices, carefully selected and blended by our expert chefs to bring out the unique and bold flavors of South Indian cuisine. From aromatic biryanis to crispy Dosa, our menu offers a wide range of vegetarian and non-vegetarian options that are sure to delight your taste buds.","104, 7th Cross Rd, Near Balaji theatre",+91 63797 17979,
Mayur,        ,,"Sheriff Complex, 321/3, Hosur Main Road, Opposite Madiwala Police Station, Madiwala",+91 80 2553 3336,
All Cafe,Chinese Barbecue Middle Eastern Afghan Arabic    ,"All Cafe serves delectable delicacies from various cuisines like Mughlai, Hyderabadi, Punjabi, Arabian, South Indian, chats, juices and more","Devin Paradise Enclave, Sobha City Road, Thanisandra, 560077",+91 77959 06321,
Smoor New Bel Road,Chinese Belgian European Asian     ,,"No 70 Sri M S Ramaiah Road, 2nd Block, Rmv 2nd Stage,, 560094",+91 95350 59858,
Al Bek Kabab Corner,        ,,"48/6, 1st Main Road, Nagappa Block, Mkk Road, Srirampuram, Next to Harishchandra Ghatt, Malleshwaram, 560021",+91 98800 00096,1.0
Moplah's,Indian Cafe Seafood      ,"Savor the flavor at Moplah’s and Cafe Malabares — A contemporary Moplah cuisine restaurant and cafe, in Bengaluru. Our menu features a huge range of authentic, lip-smacking Malabari food — all cooked to perfection. Grounded in hospitality, we are committed to providing you a memorable experience each time you walk through our doors. Visit us, sneak a peek into the rich cauldron of Malabari delicacies.","06,1stcross Rd,khb Colony, 5th Block,koramangala, 560095",+91 88679 19837,
Gooma - Dawn To Dusk,        ,,"10 Ssa Road, 560024",,
Bangalore,Indian        ,,"33, 8th Main Rd, Nataraja Layout, Santrupthi Nagar, Jp Nagar 7th Phase, Bengaluru, Karnataka 560076, 560076",,
Al Kareem Family Restaurant,Indian Fast Food Barbecue Diner     ,Saifullah409@gmail.com,"No 69 Lubbay Masjid Road, Commercial Street, 560001",+91 96860 30978,
Sorse Express,Indian Asian Bangladeshi      ,"The best Bengali and Odia restaurant chain in Bangalore serving up a wide variety of traditional dishes. A place where hygiene comes first and only fresh, locally grown produce are combined with tender meat, fresh seafood and high-quality ingredients, to produce the heartiest dishes you'll find anywhere at the most pocket-friendly prices.","1/1, First Cross, Appanna Layout, Outer Ring Rd,, Opposite More Megastore, Mahadevapura, 560048",+91 70223 88616,
Koyla's,Barbecue        ,,"2 19th Main Road, 560102",+91 95387 61492,
The Spice Studio,Indian Healthy       ,,"4TH FLOOR, AVALON ARCADE, B Block, AECS Layout,, 560037",+91 99163 65286,
House Of Mandiness,Chinese Indian Barbecue Arabic     ,"Arabian Cusine, Hyderabadi Biryani","Site No. 4, 16th A Cross, Neeladri Nagar, Electronic City Phase 1, 560100",+91 96325 80186,
Cafe Fella,Italian Mexican Chinese Indian Contemporary    ,"It's an White theme cafe. Best ambience in town. Served with Music, Mocktail, Food & Hookah","125, Kengal Hanumanthaiah Road, Raja Ram Mohanroy extension, Shannthinagar, 560027",+91 63637 37360,
Molly's Rooftop Bar And Lounge,Indian Beer restaurants       ,,"100 Feet Rd, 560038",+91 81473 17483,
Essence Of Kolkata,Chinese Indian Asian Bangladeshi     ,,"Essence Kolkata, Lotus Building, Whitefield Main Rd, Beside Dress Circle, Opp. Mayura Bakery, Dodsworth Layout, Whitefield, 560066",+91 74830 66460,
TechTonic,        ,,"Outer Ring Road Block A, Hotel Building-2, Embassy Manyata Business Park, Hebbal",,
Polar Bear,        ,,"601, 3rd Main, Opposite K C Reddy Swiming Pool, Sadashivnagar",+91 80 2361 3172,2.0
Oota Restaurant,        ,,"44 M S Ramaiah Road, Near YMS Complexe, Mathikere, 560054",41440770,4.0
Aioli Bbq & Grill,Italian Mediterranean Barbecue European     ,An Aioli bbq & Grill is a Mediterranean Fusion Cuisine Restaurant in Bangalore. Which is well appreciated for a unique and healthy Mediterranean Cuisine we serve. Aioli is also a place where people go to enjoy the time and to eat a mouth melting foods.,"Cunningham Rd, Vasanth Nagar, B 108 , Westminster Building, 560052",+91 96636 11776,
Cheer Up Mocktail Cafe,American Indian Fast Food      ,"We serve best mocktails in pocket friendly cost. Different types of freshly prepared snacks,sandwiches,roll, nachos, pizza and many more. milkshakes, hot beverages like coffeeccino, hot chocolate, etc. We also serve HEAVEN'S BREATHE(Dragon breath) n NITRO Icecream n chilly Icecream","361 Kr Puram Old Extension 5th Main Road, Opp Hello Kids, 560036",+91 70199 90661,
Mathrushree Nati Systle,        ,,"10 3rd A Main Road, 560039",,
Ashok Uphar Restaurant,        ,,"38, K G Circle, Near Triveni Theatre, Gandhinagar",+91 80 2287 9776,1.0
Thalssery,        ,,"Kalasipalayam City 30 Dispensery Road, Near Ashoka Travels, 560053",+91 96116 50844,1.0
Fireside: Flame Craft Dining,Barbecue Grill       ,,"2nd Floor, No 5m -444, 5th Main Rd, Above Blue Tokai, Hrbr Layout 2nd Block, Hrbr Layout, Kalyan Nagar, Bengaluru, Karnataka 560043, 560043",9.16E+11,
The Rocks Bar And Kitchen,Chinese Indian       ,,"Grl Complex, 5 6 7 8, Pattanagere Main Rd, Near Global It Park, Bhel Layout, Rr Nagar, Bengaluru, 560098",+91 94802 32849,
Joules Cafe,        ,,"13/1 R. V. Road, 560004",+91 94821 44913,
Kaippunnyam,Indian        ,,"2nd floor,St.Patrics Complex,Brigade Road,",+91 94495 19449,
Shegan Bar & Kitchen,Chinese Indian Arabic      ,,"Patel Ramaiah Garden,hennur Main Rd,kothanur Post, 560077",+91 81500 83500,
Platano - A Multi Cuisine Restaurant,Chinese Indian Asian Middle Eastern Afghan    ,"Urbane restaurant serving a range of modern, international and traditional cuisine. The restaurant is located at Vera by Bisque Hebbal","Service Rd, 5th Block, Ashwath Nagar, HBR Layout, 560045",,
The Falcons Cafe,Indian Cafe Seafood Street Food Soups    ,"A cafeteria with an upscale attitude and fine-dining demeanour, Falcon Café offers a rich and diverse selection of the favourite culinary trends. Accompanied with an enchanting décor, vertical gardens and an open terrace, it’s the buzzing spot to tread and explore in.","No. 19, Brunton Road, Off M.g Road, First Floor, Prestige Falcon Towers, 560025",+91 63667 49612,
Rajan's Cafe,        ,,"No. 256, Hari Krishna Residency Building, Amarjyothi Layout, Domlur, Near Embassy Golf Links Business Park, 560071",+91 80 4141 8080,4.0
Shri Krishna Bhavan,Chinese Indian       ,,"1963 Shri Krishna Bhavan New Thippasandra Main Road, Opposite Prem Jewellers, 560075",+91 98800 88751,4.0
Cafe Coffee Day,        ,,"81, Ground Floor, Near Krishna Automobiles, New Bel Road",+91 93411 91082,2.0
Orchard Table,Cafe Barbecue Asian Healthy Medicinal foods    ,"A restaurant on an orchard .A farm to table restaurant ,serving hyper local and seasonal food with fresh vegetables,herbs & fruits harvested right from our restaurant garden.Eat in the midst of our edible garden and fruit orchard,take a stroll around our farm to see our farm animals like chickens,ducks,guineafowl and rabbits.Perfect spot for a romantic meal or to birdwatch and enjoy nature.Just a 20 minute drive from M.G Road.","No 73,Whispering Greens Farmhouse,Yashbans Road,Ko, Near Greater Grace Fellowship Church, 560077",+91 98458 69109,
